"ORIGIN","DEST",
"DFW","EWR",
"DFW","FAT",
"DFW","ELP",
"DFW","ONT",
"DFW","PSP",
"DFW","SMF",
"DFW","TPA",
"DFW","DEN",
"DFW","SLC",
"DFW","LAS",
"DFW","JAX",
"DFW","BWI",
"DFW","SEA",
"DFW","RNO",
"DFW","PDX",
"DFW","CLT",
"DFW","ORF",
"DFW","IND",
"DFW","RDU",
"DFW","MSY",
"DFW","IAD",
"DFW","BNA",
"DFW","LGA",
"DFW","TUL",
"DFW","ATL",
"DFW","LAX",
"DFW","SJC",
"DFW","FLL",
"DFW","BZN",
"DFW","BOS",
"DFW","PHX",
"DFW","BUR",
"DFW","SFO",
"DFW","AUS",
"DFW","SNA",
"DFW","HDN",
"DFW","TUS",
"DFW","MCI",
"DFW","DCA",
"DFW","RSW",
"DFW","MCO",
"DFW","PBI",
"DFW","RIC",
"DFW","COS",
"DFW","LIT",
"DFW","CLE",
"DFW","DTW",
"DFW","STL",
"DFW","BOI",
"DFW","SAT",
"DFW","MFE",
"DFW","IAH",
"DFW","FAT",
"DFW","ELP",
"DFW","TPA",
"DFW","EYW",
"DFW","DEN",
"DFW","SLC",
"DFW","JAX",
"DFW","BWI",
"DFW","MSP",
"DFW","GEG",
"DFW","ABQ",
"DFW","BIL",
"DFW","CLT",
"DFW","EGE",
"DFW","ORF",
"DFW","GUC",
"DFW","JAC",
"DFW","IND",
"DFW","RDU",
"DFW","MSY",
"DFW","PIT",
"DFW","BDL",
"DFW","BNA",
"DFW","LGA",
"DFW","TUL",
"DFW","ATL",
"DFW","SJC",
"DFW","FLL",
"DFW","PHX",
"DFW","AUS",
"DFW","TUS",
"DFW","STT",
"DFW","DCA",
"DFW","RSW",
"DFW","CHS",
"DFW","OKC",
"DFW","DTW",
"DFW","MIA",
"DFW","ORD",
"DFW","IAH",
"DFW","TPA",
"DFW","DEN",
"DFW","SLC",
"DFW","LAS",
"DFW","SAN",
"DFW","BWI",
"DFW","MSP",
"DFW","CLT",
"DFW","PHL",
"DFW","MSY",
"DFW","PIT",
"DFW","LAX",
"DFW","SJC",
"DFW","FLL",
"DFW","BOS",
"DFW","PHX",
"DFW","SJU",
"DFW","SFO",
"DFW","AUS",
"DFW","TUS",
"DFW","DCA",
"DFW","RSW",
"DFW","MCO",
"DFW","TPA",
"DFW","PHL",
"DFW","DCA",
"DFW","MIA",
"DFW","ORD",
"DFW","HNL",
"DFW","OGG",
"DFW","PHX",
"DFW","KOA",
"DFW","MCO",
"DFW","DEN",
"DFW","LAS",
"DFW","SAN",
"DFW","CLT",
"DFW","PHL",
"DFW","LAX",
"DFW","PHX",
"DFW","AUS",
"DFW","MCO",
"DFW","MIA",
"DFW","ORD",
"DFW","HNL",
"DFW","LAX",
"DFW","MCO",
"DFW","MIA",
"DFW","ORD",
"DFW","PHL",
"DFW","MIA",
"DFW","ORD",
"DFW","LAS",
"DFW","PHL",
"DFW","LAX",
"DFW","EWR",
"DFW","STL",
"DFW","CRP",
"DFW","GPT",
"DFW","GRK",
"DFW","JAN",
"DFW","AEX",
"DFW","MFE",
"DFW","MLI",
"DFW","CMI",
"DFW","MOB",
"DFW","IAH",
"DFW","DRT",
"DFW","BRO",
"DFW","MHK",
"DFW","LRD",
"DFW","BTR",
"DFW","COU",
"DFW","FSM",
"DFW","GNV",
"DFW","SPI",
"DFW","ABI",
"DFW","SGF",
"DFW","SJT",
"DFW","LBB",
"DFW","GRI",
"DFW","AMA",
"DFW","GCK",
"DFW","MEM",
"DFW","MLU",
"DFW","CLL",
"DFW","HOU",
"DFW","ACT",
"DFW","GGG",
"DFW","LAW",
"DFW","SPS",
"DFW","SWO",
"DFW","LCH",
"DFW","ICT",
"DFW","MGM",
"DFW","TXK",
"DFW","TYR",
"DFW","SHV",
"DFW","EVV",
"DFW","XNA",
"DFW","HSV",
"DFW","BPT",
"DFW","OKC",
"DFW","LFT",
"DFW","CLE",
"DFW","DTW",
"DFW","CVG",
"DFW","ILM",
"DFW","BUF",
"DFW","ORD",
"DFW","STL",
"DFW","CHA",
"DFW","CRP",
"DFW","BOI",
"DFW","GRK",
"DFW","JAN",
"DFW","MFE",
"DFW","IAH",
"DFW","CMH",
"DFW","SBA",
"DFW","VPS",
"DFW","ELP",
"DFW","BRO",
"DFW","TYS",
"DFW","DAY",
"DFW","OMA",
"DFW","MDT",
"DFW","BTR",
"DFW","GSP",
"DFW","MSP",
"DFW","GEG",
"DFW","ABI",
"DFW","CID",
"DFW","SGF",
"DFW","SJT",
"DFW","LBB",
"DFW","GJT",
"DFW","AMA",
"DFW","FAR",
"DFW","MSO",
"DFW","ABQ",
"DFW","MSN",
"DFW","AGS",
"DFW","MYR",
"DFW","ORF",
"DFW","MEM",
"DFW","IND",
"DFW","BHM",
"DFW","RDU",
"DFW","ACT",
"DFW","MSY",
"DFW","PIT",
"DFW","LEX",
"DFW","BNA",
"DFW","TUL",
"DFW","ATL",
"DFW","MRY",
"DFW","SBP",
"DFW","SRQ",
"DFW","MCI",
"DFW","ICT",
"DFW","CAE",
"DFW","XNA",
"DFW","SDF",
"DFW","HSV",
"DFW","DCA",
"DFW","RSW",
"DFW","PNS",
"DFW","CHS",
"DFW","RIC",
"DFW","FSD",
"DFW","DSM",
"DFW","GRR",
"DFW","OKC",
"DFW","SAV",
"DFW","COS",
"DFW","LIT",
"DFW","CRP",
"DFW","GPT",
"DFW","GRK",
"DFW","JAN",
"DFW","AEX",
"DFW","MFE",
"DFW","CMI",
"DFW","MOB",
"DFW","IAH",
"DFW","PIA",
"DFW","DRT",
"DFW","BRO",
"DFW","MHK",
"DFW","LRD",
"DFW","BTR",
"DFW","COU",
"DFW","FSM",
"DFW","GNV",
"DFW","SPI",
"DFW","ABI",
"DFW","SGF",
"DFW","SJT",
"DFW","GRI",
"DFW","AMA",
"DFW","GCK",
"DFW","MEM",
"DFW","MLU",
"DFW","CLL",
"DFW","ACT",
"DFW","GGG",
"DFW","LAW",
"DFW","SPS",
"DFW","SWO",
"DFW","LCH",
"DFW","MGM",
"DFW","TXK",
"DFW","TYR",
"DFW","SHV",
"DFW","EVV",
"DFW","BPT",
"DFW","LFT",
"DFW","DTW",
"DFW","MSP",
"DFW","ATL",
"DFW","DEN",
"DFW","SEA",
"DFW","PDX",
"DFW","SEA",
"DFW","PDX",
"DFW","SEA",
"DFW","PDX",
"DFW","SLC",
"DFW","ATL",
"DFW","DTW",
"DFW","SLC",
"DFW","DTW",
"DFW","SLC",
"DFW","ATL",
"DFW","LAX",
"DFW","SLC",
"DFW","ATL",
"DFW","LAX",
"DFW","SLC",
"DFW","DTW",
"DFW","SLC",
"DFW","MSP",
"DFW","LGA",
"DFW","DAY",
"DFW","GSP",
"DFW","BHM",
"DFW","DAB",
"DFW","ECP",
"DFW","PNS",
"DFW","CHS",
"DFW","IAH",
"DFW","IAD",
"DFW","ILM",
"DFW","CRP",
"DFW","BOI",
"DFW","MLI",
"DFW","IAH",
"DFW","PIA",
"DFW","RAP",
"DFW","SBA",
"DFW","VPS",
"DFW","BFL",
"DFW","ELP",
"DFW","GSO",
"DFW","STS",
"DFW","TYS",
"DFW","AVL",
"DFW","GSP",
"DFW","RNO",
"DFW","LBB",
"DFW","MAF",
"DFW","AMA",
"DFW","ABQ",
"DFW","MSN",
"DFW","MEM",
"DFW","BHM",
"DFW","HOU",
"DFW","TUL",
"DFW","TLH",
"DFW","DAB",
"DFW","MRY",
"DFW","ECP",
"DFW","ICT",
"DFW","SDF",
"DFW","PNS",
"DFW","FSD",
"DFW","DSM",
"DFW","OKC",
"DFW","LFT",
"DFW","MFE",
"DFW","TPA",
"DFW","LAS",
"DFW","ATL",
"DFW","LAX",
"DFW","FLL",
"DFW","PHX",
"DFW","MCO",
"DFW","TPA",
"DFW","LAS",
"DFW","LAX",
"DFW","FLL",
"DFW","PHX",
"DFW","DTW",
"DFW","ORD",
"DFW","LAS",
"DFW","BWI",
"DFW","LGA",
"DFW","ATL",
"DFW","LAX",
"DFW","FLL",
"DFW","PHX",
"DFW","MCO",
"DFW","TPA",
"DFW","LAS",
"DFW","ATL",
"DFW","LAX",
"DFW","FLL",
"DFW","PHX",
"DFW","MCO",
"DFW","CVG",
"DFW","SEA",
"DFW","LAX",
"DFW","LAX",
"DFW","CVG",
"DFW","MSP",
"DFW","GPT",
"DFW","SAT",
"DFW","MSY",
"DFW","HRO",
"DFW","HOT",
"DFW","ELD",
"DFW","DEN",
"DFW","LAS",
"DFW","MCO",
"DGB","A43",
"DGB","A43",
"DHN","YIP",
"DHN","MEM",
"DHN","YIP",
"DHN","ATL",
"DIK","FAR",
"DIK","DEN",
"DLG","SNP",
"DLG","ILI",
"DLG","ANC",
"DLG","SNP",
"DLG","ANC",
"DLG","AKN",
"DLG","KMO",
"DLG","CLP",
"DLG","DLG",
"DLG","KGK",
"DLG","KNW",
"DLG","KEK",
"DLG","KLL",
"DLG","AKN",
"DLG","KMO",
"DLG","KGK",
"DLG","KNW",
"DLG","KEK",
"DLG","AKN",
"DLG","KMO",
"DLG","CLP",
"DLG","KNW",
"DLG","TOG",
"DLG","KMO",
"DLG","NNK",
"DLG","KPV",
"DLG","KLL",
"DLG","KMO",
"DLG","AKN",
"DLG","KLL",
"DLG","KMO",
"DLG","CLP",
"DLG","KEK",
"DLG","KNW",
"DLG","TWA",
"DLG","TOG",
"DLG","AKN",
"DLG","DLG",
"DLG","AKN",
"DLG","ANC",
"DLG","ANC",
"DLG","ANC",
"DLG","DUT",
"DLG","ANC",
"DLG","DUT",
"DLG","ANC",
"DLG","ANC",
"DLH","MSP",
"DLH","MSP",
"DLH","MSP",
"DLH","ORD",
"DLH","MSP",
"DLH","MSP",
"DLH","MSP",
"DLH","ORD",
"DNE","IAD",
"DOF","WFB",
"DOF","WFB",
"DOV","ANC",
"DPA","MCI",
"DPA","DAL",
"DPA","LIT",
"DQK","AEX",
"DRG","OTZ",
"DRG","BKC",
"DRG","OTZ",
"DRG","OME",
"DRG","BKC",
"DRG","OTZ",
"DRG","OME",
"DRG","OME",
"DRO","ABQ",
"DRO","ABQ",
"DRO","DEN",
"DRO","DEN",
"DRO","COS",
"DRO","FWA",
"DRO","DFW",
"DRO","PHX",
"DRO","AUS",
"DRT","SAT",
"DRT","DAY",
"DRT","DFW",
"DRT","DFW",
"DRT","RDU",
"DSM","ORD",
"DSM","STL",
"DSM","DEN",
"DSM","LAS",
"DSM","STL",
"DSM","DEN",
"DSM","LAS",
"DSM","DEN",
"DSM","MCO",
"DSM","DEN",
"DSM","MCO",
"DSM","CID",
"DSM","MEM",
"DSM","MEM",
"DSM","IND",
"DSM","LAS",
"DSM","SFB",
"DSM","LAS",
"DSM","PGD",
"DSM","AZA",
"DSM","SFB",
"DSM","PIE",
"DSM","SRQ",
"DSM","ORD",
"DSM","DEN",
"DSM","FNT",
"DSM","ORD",
"DSM","IAH",
"DSM","DTW",
"DSM","ORD",
"DSM","IAH",
"DSM","DFW",
"DSM","PHX",
"DSM","SAF",
"DSM","OKC",
"DSM","CID",
"DSM","SDF",
"DSM","SUX",
"DSM","MIA",
"DSM","ORD",
"DSM","CLT",
"DSM","ORD",
"DSM","ORD",
"DSM","IAH",
"DSM","DEN",
"DSM","ORD",
"DSM","DEN",
"DSM","PHX",
"DSM","PHX",
"DSM","ORD",
"DSM","DFW",
"DSM","DTW",
"DSM","MSP",
"DSM","ATL",
"DSM","CID",
"DSM","DTW",
"DSM","MSP",
"DSM","IAH",
"DSM","ACT",
"DSM","SWO",
"DSM","CKB",
"DSM","CLT",
"DSM","IAH",
"DSM","DFW",
"DSM","PHX",
"DSM","MSP",
"DSM","MWA",
"DSM","MCO",
"DTO","YIP",
"DTO","RDU",
"DTO","ADS",
"DTO","SDF",
"DTW","EWR",
"DTW","MSP",
"DTW","GRB",
"DTW","IND",
"DTW","DNE",
"DTW","BUF",
"DTW","ORD",
"DTW","EWR",
"DTW","DEN",
"DTW","BWI",
"DTW","DAL",
"DTW","BNA",
"DTW","PHX",
"DTW","MDW",
"DTW","MCO",
"DTW","STL",
"DTW","DEN",
"DTW","BWI",
"DTW","HOU",
"DTW","BNA",
"DTW","MDW",
"DTW","MCO",
"DTW","LAS",
"DTW","MCO",
"DTW","MIA",
"DTW","DEN",
"DTW","LAS",
"DTW","MCO",
"DTW","MKE",
"DTW","MEM",
"DTW","IND",
"DTW","LCK",
"DTW","ORD",
"DTW","EWR",
"DTW","MEM",
"DTW","MEM",
"DTW","MEM",
"DTW","MEM",
"DTW","ORD",
"DTW","IAH",
"DTW","DEN",
"DTW","SLC",
"DTW","BNA",
"DTW","PHX",
"DTW","CLE",
"DTW","ALB",
"DTW","ORD",
"DTW","SAT",
"DTW","IAH",
"DTW","MSP",
"DTW","CID",
"DTW","MKE",
"DTW","MSN",
"DTW","ORF",
"DTW","PHL",
"DTW","IAD",
"DTW","DFW",
"DTW","BNA",
"DTW","ROW",
"DTW","TVC",
"DTW","APN",
"DTW","ORD",
"DTW","BMI",
"DTW","CIU",
"DTW","FWA",
"DTW","IMT",
"DTW","MQT",
"DTW","IAH",
"DTW","DEN",
"DTW","SLC",
"DTW","ABE",
"DTW","BGM",
"DTW","CID",
"DTW","LSE",
"DTW","ATW",
"DTW","MKE",
"DTW","SBN",
"DTW","SCE",
"DTW","LAN",
"DTW","BNA",
"DTW","ITH",
"DTW","COS",
"DTW","PLN",
"DTW","ESC",
"DTW","ORD",
"DTW","IAH",
"DTW","MKE",
"DTW","SBN",
"DTW","MSN",
"DTW","IAD",
"DTW","DFW",
"DTW","TVC",
"DTW","PHL",
"DTW","SDF",
"DTW","RFD",
"DTW","SDF",
"DTW","SDF",
"DTW","BOS",
"DTW","JFK",
"DTW","JFK",
"DTW","CVG",
"DTW","CLE",
"DTW","ALB",
"DTW","BUF",
"DTW","ORD",
"DTW","STL",
"DTW","CMH",
"DTW","EWR",
"DTW","OMA",
"DTW","JAX",
"DTW","GSP",
"DTW","CLT",
"DTW","MEM",
"DTW","IND",
"DTW","RDU",
"DTW","PHL",
"DTW","PIT",
"DTW","IAD",
"DTW","BNA",
"DTW","MCI",
"DTW","SDF",
"DTW","DCA",
"DTW","JFK",
"DTW","CHS",
"DTW","RIC",
"DTW","ROC",
"DTW","PWM",
"DTW","YIP",
"DTW","YIP",
"DTW","MEM",
"DTW","CLE",
"DTW","ALB",
"DTW","BUF",
"DTW","ORD",
"DTW","STL",
"DTW","CMH",
"DTW","EWR",
"DTW","OMA",
"DTW","JAX",
"DTW","GSP",
"DTW","CLT",
"DTW","IND",
"DTW","RDU",
"DTW","PHL",
"DTW","PIT",
"DTW","IAD",
"DTW","BNA",
"DTW","MCI",
"DTW","SDF",
"DTW","CHS",
"DTW","RIC",
"DTW","ROC",
"DTW","PWM",
"DTW","ORD",
"DTW","DFW",
"DTW","PHX",
"DTW","CLT",
"DTW","DFW",
"DTW","PHX",
"DTW","CLT",
"DTW","DFW",
"DTW","CLT",
"DTW","PHX",
"DTW","ORD",
"DTW","DFW",
"DTW","CLT",
"DTW","PHL",
"DTW","ALB",
"DTW","CVG",
"DTW","ORD",
"DTW","BMI",
"DTW","STL",
"DTW","EWR",
"DTW","TYS",
"DTW","DAY",
"DTW","OMA",
"DTW","MDT",
"DTW","ABE",
"DTW","ELM",
"DTW","BWI",
"DTW","SYR",
"DTW","AZO",
"DTW","MBS",
"DTW","CID",
"DTW","CWA",
"DTW","GRB",
"DTW","MKE",
"DTW","SBN",
"DTW","SCE",
"DTW","MSN",
"DTW","MYR",
"DTW","ORF",
"DTW","MEM",
"DTW","RDU",
"DTW","PHL",
"DTW","IAD",
"DTW","LAN",
"DTW","DFW",
"DTW","BDL",
"DTW","BNA",
"DTW","ITH",
"DTW","EVV",
"DTW","JFK",
"DTW","BTV",
"DTW","ROC",
"DTW","TVC",
"DTW","DSM",
"DTW","GRR",
"DTW","PWM",
"DTW","BMI",
"DTW","DAY",
"DTW","MDT",
"DTW","ABE",
"DTW","BWI",
"DTW","AZO",
"DTW","MBS",
"DTW","CID",
"DTW","CWA",
"DTW","GRB",
"DTW","ATW",
"DTW","SBN",
"DTW","SCE",
"DTW","LAN",
"DTW","LEX",
"DTW","ITH",
"DTW","BGM",
"DTW","EVV",
"DTW","BTV",
"DTW","TVC",
"DTW","CLE",
"DTW","ALB",
"DTW","CVG",
"DTW","TYS",
"DTW","MDT",
"DTW","ABE",
"DTW","BWI",
"DTW","SYR",
"DTW","MBS",
"DTW","MKE",
"DTW","CLT",
"DTW","ORF",
"DTW","MEM",
"DTW","RDU",
"DTW","PIT",
"DTW","BDL",
"DTW","JFK",
"DTW","BTV",
"DTW","DSM",
"DTW","GRR",
"DTW","PWM",
"DTW","CMH",
"DTW","GNV",
"DTW","MSP",
"DTW","SCE",
"DTW","MSN",
"DTW","RDU",
"DTW","LAN",
"DTW","SEA",
"DTW","SEA",
"DTW","SLC",
"DTW","BWI",
"DTW","MSP",
"DTW","PDX",
"DTW","PBI",
"DTW","PHX",
"DTW","RSW",
"DTW","TPA",
"DTW","LAS",
"DTW","ATL",
"DTW","LAX",
"DTW","FLL",
"DTW","PHX",
"DTW","RSW",
"DTW","MCO",
"DTW","MIA",
"DTW","STL",
"DTW","BWI",
"DTW","MSP",
"DTW","ORF",
"DTW","MSY",
"DTW","IAD",
"DTW","DFW",
"DTW","LGA",
"DTW","BOS",
"DTW","PHX",
"DTW","AUS",
"DTW","DCA",
"DTW","RIC",
"DTW","GRR",
"DTW","MIA",
"DTW","TPA",
"DTW","DEN",
"DTW","SLC",
"DTW","LAS",
"DTW","SAN",
"DTW","MSP",
"DTW","SEA",
"DTW","PDX",
"DTW","ORF",
"DTW","DFW",
"DTW","ATL",
"DTW","LAX",
"DTW","FLL",
"DTW","BOS",
"DTW","PHX",
"DTW","SJU",
"DTW","SFO",
"DTW","SRQ",
"DTW","DCA",
"DTW","RSW",
"DTW","MCO",
"DTW","GRR",
"DTW","SLC",
"DTW","MSP",
"DTW","ATL",
"DTW","FLL",
"DTW","RSW",
"DTW","EWR",
"DTW","MSP",
"DTW","DFW",
"DTW","BNA",
"DTW","LGA",
"DTW","AUS",
"DTW","DEN",
"DTW","SLC",
"DTW","LAS",
"DTW","MSP",
"DTW","SEA",
"DTW","PDX",
"DTW","ORF",
"DTW","LGA",
"DTW","ATL",
"DTW","LAX",
"DTW","FLL",
"DTW","SFO",
"DTW","MCO",
"DTW","PBI",
"DTW","STL",
"DTW","JAX",
"DTW","CLT",
"DTW","PHL",
"DTW","MSY",
"DTW","BNA",
"DTW","DCA",
"DTW","ATL",
"DTW","ATL",
"DTW","PHX",
"DTW","RSW",
"DTW","MCO",
"DTW","TPA",
"DTW","LAS",
"DTW","FLL",
"DTW","PHX",
"DTW","RSW",
"DTW","MCO",
"DTW","CLE",
"DTW","BUF",
"DTW","MIA",
"DTW","TPA",
"DTW","MKE",
"DTW","IND",
"DTW","PHL",
"DTW","ATL",
"DTW","BOS",
"DTW","SFO",
"DTW","CLT",
"DTW","PHL",
"DTW","DCA",
"DTW","IAH",
"DTW","IAD",
"DTW","IAH",
"DTW","TPA",
"DTW","LAS",
"DTW","MSP",
"DTW","MSY",
"DTW","LGA",
"DTW","ATL",
"DTW","LAX",
"DTW","FLL",
"DTW","RSW",
"DTW","MCO",
"DTW","IAH",
"DTW","TPA",
"DTW","LAS",
"DTW","LGA",
"DTW","LAX",
"DTW","RSW",
"DTW","MCO",
"DTW","TPA",
"DTW","DEN",
"DTW","LAS",
"DTW","DFW",
"DTW","ATL",
"DTW","LAX",
"DTW","FLL",
"DTW","MCO",
"DTW","IAH",
"DTW","TPA",
"DTW","LAS",
"DTW","MSP",
"DTW","MSY",
"DTW","LGA",
"DTW","ATL",
"DTW","LAX",
"DTW","FLL",
"DTW","RSW",
"DTW","MCO",
"DTW","GPT",
"DTW","FNT",
"DTW","MIA",
"DTW","DEN",
"DTW","MCO",
"DUJ","BWI",
"DUJ","PIT",
"DUT","ADQ",
"DUT","ANC",
"DUT","CDB",
"DUT","SDP",
"DUT","ANC",
"DUT","SDP",
"DUT","KQA",
"DUT","ANC",
"DUT","CDB",
"DUT","7AK",
"DUT","IKO",
"DUT","AKN",
"DUT","CDB",
"DUT","STG",
"DUT","7AK",
"DUT","AKB",
"DUT","SNP",
"DUT","ANC",
"DUT","ANC",
"DUT","ANC",
"DVL","FAR",
"DVL","DEN",
"DVL","JMS",
"EAA","FAI",
"EAA","FYU",
"EAA","FAI",
"EAR","OMA",
"EAR","LBF",
"EAR","ORD",
"EAR","DEN",
"EAR","LBF",
"EAT","GEG",
"EAT","YKM",
"EAT","GEG",
"EAT","YKM",
"EAT","SEA",
"EAU","ORD",
"EAU","COS",
"EAU","SLN",
"ECP","HOU",
"ECP","DAL",
"ECP","HOU",
"ECP","BNA",
"ECP","DCA",
"ECP","ATL",
"ECP","IAH",
"ECP","ATL",
"ECP","ATL",
"ECP","ATL",
"ECP","ATL",
"ECP","CLT",
"ECP","DFW",
"ECP","CLT",
"ECP","ORD",
"ECP","IAH",
"ECP","DFW",
"EDA","WFB",
"EDA","WFB",
"EDF","CZF",
"EEK","BET",
"EEK","KWN",
"EEK","BET",
"EEK","BET",
"EEK","WTL",
"EEK","ATT",
"EEK","BET",
"EEK","KWN",
"EEK","BET",
"EEK","KWN",
"EEK","BET",
"EEK","KWN",
"EEK","BET",
"EEK","BET",
"EEK","ANI",
"EEK","BET",
"EEK","BET",
"EEK","BET",
"EEK","OME",
"EGE","APA",
"EGE","DEN",
"EGE","SLC",
"EGE","LAX",
"EGE","SFO",
"EGE","LAX",
"EGE","PHX",
"EGE","SAT",
"EGE","DAL",
"EGE","BFL",
"EGE","ORD",
"EGE","IAH",
"EGE","EWR",
"EGE","DEN",
"EGE","MIA",
"EGE","ORD",
"EGE","PHL",
"EGE","DFW",
"EGE","LGA",
"EGE","JFK",
"EGE","ATL",
"EGX","AKN",
"EGX","AKN",
"EGX","IGG",
"EGX","AKN",
"EHM","BET",
"EHM","BET",
"EHR","A43",
"EIL","FAI",
"EKO","SLC",
"ELD","MEM",
"ELD","DFW",
"ELI","ANC",
"ELI","GLV",
"ELI","SKK",
"ELI","KKA",
"ELI","BET",
"ELI","OME",
"ELI","KSM",
"ELI","KOT",
"ELI","SMK",
"ELI","GLV",
"ELI","KKA",
"ELI","OME",
"ELI","UNK",
"ELI","WMO",
"ELI","GLV",
"ELI","OME",
"ELI","WMO",
"ELI","OME",
"ELI","OME",
"ELI","UNK",
"ELI","OME",
"ELI","ANC",
"ELM","BUF",
"ELM","ROC",
"ELM","PGD",
"ELM","SFB",
"ELM","PGD",
"ELM","PIE",
"ELM","DTW",
"ELP","CVG",
"ELP","LAS",
"ELP","DAL",
"ELP","HOU",
"ELP","PHX",
"ELP","SAT",
"ELP","LAS",
"ELP","DAL",
"ELP","HOU",
"ELP","PHX",
"ELP","AUS",
"ELP","DEN",
"ELP","DEN",
"ELP","IAH",
"ELP","MEM",
"ELP","IND",
"ELP","AFW",
"ELP","MEM",
"ELP","SAT",
"ELP","MEM",
"ELP","IND",
"ELP","MEM",
"ELP","MEM",
"ELP","MEM",
"ELP","LAS",
"ELP","DEN",
"ELP","IAH",
"ELP","DEN",
"ELP","ABQ",
"ELP","SDF",
"ELP","ONT",
"ELP","SDF",
"ELP","CVG",
"ELP","LRD",
"ELP","HHR",
"ELP","SBD",
"ELP","ICT",
"ELP","SHV",
"ELP","SUS",
"ELP","LRD",
"ELP","JZT",
"ELP","GYY",
"ELP","EVV",
"ELP","OAK",
"ELP","SDF",
"ELP","ORD",
"ELP","DFW",
"ELP","DFW",
"ELP","ORD",
"ELP","SJT",
"ELP","DFW",
"ELP","TOL",
"ELP","NYL",
"ELP","SDF",
"ELP","ERI",
"ELP","IAH",
"ELP","SEA",
"ELP","ATL",
"ELP","ATL",
"ELP","IAH",
"ELP","DFW",
"ELP","PHX",
"ELP","CVG",
"ELP","CVG",
"ELV","PEC",
"ELV","JNU",
"EMK","ANC",
"EMK","KOT",
"EMK","SXP",
"EMK","AUK",
"EMK","MOU",
"EMK","BET",
"EMK","EMK",
"EMK","KOT",
"EMK","SXP",
"EMK","AUK",
"EMK","BET",
"EMK","BET",
"EMK","SCM",
"EMK","SXP",
"EMK","AUK",
"EMK","BET",
"EMK","FAI",
"EMK","ANC",
"EMK","AUK",
"EMK","KOT",
"EMK","SXP",
"EMK","AUK",
"EMK","KOT",
"EMK","SXP",
"EMK","SXP",
"EMK","OME",
"EMK","KOT",
"ENA","ANC",
"ENA","ANC",
"ENA","ANC",
"ENA","ENA",
"ENA","YAK",
"ENA","AKN",
"ENA","HOM",
"ENA","SOV",
"ENA","JZE",
"ENA","ANC",
"ENA","ANC",
"ENA","HOM",
"ENA","ANC",
"ERI","CLT",
"ERI","IAD",
"ERI","MMU",
"ERI","CLT",
"ERI","ORD",
"ESC","MSP",
"ESC","MKE",
"ESC","DTW",
"ESD","BLI",
"ESD","FRD",
"ESD","BLI",
"ESD","BFI",
"ESD","FRD",
"ESD","FRD",
"EUG","PDX",
"EUG","CVO",
"EUG","PDX",
"EUG","CVO",
"EUG","PSP",
"EUG","LAS",
"EUG","OAK",
"EUG","LAX",
"EUG","AZA",
"EUG","SJC",
"EUG","PHX",
"EUG","TUS",
"EUG","DEN",
"EUG","SLC",
"EUG","SEA",
"EUG","LAX",
"EUG","SFO",
"EUG","MFR",
"EUG","DEN",
"EUG","LAX",
"EUG","SFO",
"EUG","LAX",
"EUG","PHX",
"EUG","DEN",
"EUG","DEN",
"EUG","SEA",
"EUG","SEA",
"EUG","LAX",
"EUG","SEA",
"EUG","MSP",
"EUG","XNA",
"EVV","ATL",
"EVV","ATL",
"EVV","SPI",
"EVV","ORD",
"EVV","DTW",
"EVV","ELP",
"EVV","DTW",
"EVV","ALO",
"EVV","CLT",
"EVV","DFW",
"EVV","SFB",
"EVV","SFB",
"EVV","YIP",
"EVV","DFW",
"EWB","ACK",
"EWB","MVY",
"EWN","RDU",
"EWN","CLT",
"EWN","CLT",
"EWR","MSN",
"EWR","CLE",
"EWR","DTW",
"EWR","CVG",
"EWR","BUF",
"EWR","STL",
"EWR","CMH",
"EWR","SYR",
"EWR","CLT",
"EWR","ORF",
"EWR","IND",
"EWR","PIT",
"EWR","DCA",
"EWR","RIC",
"EWR","ROC",
"EWR","CVG",
"EWR","MIA",
"EWR","MCO",
"EWR","MIA",
"EWR","DEN",
"EWR","LAS",
"EWR","MCO",
"EWR","MEM",
"EWR","IND",
"EWR","LAX",
"EWR","ALB",
"EWR","MDT",
"EWR","BWI",
"EWR","PVD",
"EWR","IAD",
"EWR","BDL",
"EWR","BOS",
"EWR","DTW",
"EWR","ORD",
"EWR","GSO",
"EWR","SYR",
"EWR","MEM",
"EWR","IND",
"EWR","PIT",
"EWR","IAD",
"EWR","ATL",
"EWR","AFW",
"EWR","MEM",
"EWR","IND",
"EWR","BOS",
"EWR","OAK",
"EWR","SEA",
"EWR","PDX",
"EWR","MEM",
"EWR","IND",
"EWR","LAX",
"EWR","MEM",
"EWR","MEM",
"EWR","MEM",
"EWR","IND",
"EWR","VPS",
"EWR","SAV",
"EWR","CVG",
"EWR","TYS",
"EWR","AVL",
"EWR","VRB",
"EWR","VRB",
"EWR","ONT",
"EWR","RFD",
"EWR","PHL",
"EWR","SDF",
"EWR","SDF",
"EWR","PHL",
"EWR","SDF",
"EWR","DFW",
"EWR","SDF",
"EWR","SDF",
"EWR","JAX",
"EWR","FLL",
"EWR","BOS",
"EWR","MCO",
"EWR","CHS",
"EWR","IAH",
"EWR","TPA",
"EWR","LAS",
"EWR","SAN",
"EWR","FLL",
"EWR","PHX",
"EWR","SJU",
"EWR","AUS",
"EWR","SRQ",
"EWR","RSW",
"EWR","MCO",
"EWR","PBI",
"EWR","LAS",
