"ORIGIN","DEST",
"06A","A43",
"06A","A43",
"1G4","BLD",
"1G4","GCN",
"1G4","BLD",
"1TX","FLL",
"7AK","DUT",
"7AK","CDB",
"7AK","KQA",
"7AK","AKB",
"7AK","KQA",
"7AK","KQA",
"7AK","DUT",
"A1K","SCC",
"A20","ANC",
"A20","SCC",
"A26","FAI",
"A27","FAI",
"A43","DGB",
"A43","06A",
"A43","KPY",
"A43","KKB",
"A43","KKB",
"A43","KOY",
"A43","A50",
"A43","AOS",
"A43","EHR",
"A43","A43",
"A43","KKB",
"A43","KOY",
"A43","KKB",
"A43","DGB",
"A50","A43",
"ABE","ORD",
"ABE","IND",
"ABE","MEM",
"ABE","PGD",
"ABE","SFB",
"ABE","BNA",
"ABE","PIE",
"ABE","FLL",
"ABE","SRQ",
"ABE","DTW",
"ABE","CLE",
"ABE","DTW",
"ABE","LAL",
"ABE","AFW",
"ABE","SMF",
"ABE","RFD",
"ABE","LAL",
"ABE","AFW",
"ABE","ORD",
"ABE","DTW",
"ABE","ATL",
"ABE","DTW",
"ABE","DTW",
"ABE","CLT",
"ABE","CLT",
"ABE","IAD",
"ABI","LBB",
"ABI","IAH",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABI","DFW",
"ABL","OTZ",
"ABL","SHG",
"ABL","OTZ",
"ABL","WLK",
"ABL","OBU",
"ABL","OTZ",
"ABL","OTZ",
"ABL","OTZ",
"ABL","RDB",
"ABL","RLU",
"ABL","ORV",
"ABQ","DEN",
"ABQ","LAS",
"ABQ","OAK",
"ABQ","BWI",
"ABQ","DAL",
"ABQ","HOU",
"ABQ","LAX",
"ABQ","PHX",
"ABQ","MDW",
"ABQ","SAT",
"ABQ","DEN",
"ABQ","LAS",
"ABQ","SAN",
"ABQ","DAL",
"ABQ","HOU",
"ABQ","PHX",
"ABQ","AUS",
"ABQ","MDW",
"ABQ","MCI",
"ABQ","CNM",
"ABQ","DRO",
"ABQ","ABQ",
"ABQ","FMN",
"ABQ","DEN",
"ABQ","DEN",
"ABQ","MEM",
"ABQ","DFW",
"ABQ","DRO",
"ABQ","FMN",
"ABQ","LBB",
"ABQ","MEM",
"ABQ","LAS",
"ABQ","AUS",
"ABQ","IAH",
"ABQ","DEN",
"ABQ","SLC",
"ABQ","LAX",
"ABQ","SFO",
"ABQ","IAH",
"ABQ","DEN",
"ABQ","SFO",
"ABQ","DFW",
"ABQ","PHX",
"ABQ","TUS",
"ABQ","ONT",
"ABQ","PHX",
"ABQ","ELP",
"ABQ","ONT",
"ABQ","PHX",
"ABQ","SDF",
"ABQ","ELP",
"ABQ","PHX",
"ABQ","BUF",
"ABQ","JFK",
"ABQ","SVC",
"ABQ","LRD",
"ABQ","IAH",
"ABQ","DFW",
"ABQ","ORD",
"ABQ","IAH",
"ABQ","DFW",
"ABQ","SEA",
"ABQ","SEA",
"ABQ","SEA",
"ABQ","IAH",
"ABQ","AMA",
"ABQ","PDX",
"ABQ","ATL",
"ABQ","IAH",
"ABQ","DFW",
"ABR","PIR",
"ABR","FSD",
"ABR","MSP",
"ABR","MSP",
"ABY","CAE",
"ABY","SDF",
"ABY","MCO",
"ABY","PBI",
"ABY","MSY",
"ABY","SDF",
"ABY","PNS",
"ABY","ATL",
"ACK","PVD",
"ACK","JFK",
"ACK","EWB",
"ACK","HYA",
"ACK","HPN",
"ACK","BOS",
"ACK","MVY",
"ACK","JFK",
"ACK","HYA",
"ACK","HPN",
"ACK","TEB",
"ACT","DFW",
"ACT","DFW",
"ACT","DFW",
"ACT","IAH",
"ACT","MHK",
"ACT","FOE",
"ACT","IAH",
"ACT","MHK",
"ACT","LBB",
"ACT","SWO",
"ACT","DSM",
"ACV","SMF",
"ACV","UKI",
"ACV","LAX",
"ACV","SFO",
"ACV","SFO",
"ACY","FRG",
"ACY","TPA",
"ACY","FLL",
"ACY","RSW",
"ACY","MCO",
"ACY","TPA",
"ACY","MYR",
"ACY","RSW",
"ACY","MCO",
"ACY","FLL",
"ACY","RSW",
"ACY","PBI",
"ACY","TPA",
"ACY","MYR",
"ACY","FLL",
"ACY","RSW",
"ACY","MCO",
"ACY","PBI",
"ACY","SWF",
"ADK","CDB",
"ADK","ANC",
"ADK","CDB",
"ADK","ANC",
"ADQ","ANC",
"ADQ","ANC",
"ADQ","ANC",
"ADQ","ADQ",
"ADQ","AKK",
"ADQ","AKK",
"ADQ","KLN",
"ADQ","KOZ",
"ADQ","OLH",
"ADQ","ORI",
"ADQ","AKK",
"ADQ","KLN",
"ADQ","KOZ",
"ADQ","KYK",
"ADQ","OLH",
"ADQ","ORI",
"ADQ","KOZ",
"ADQ","ORI",
"ADQ","ADQ",
"ADQ","AKK",
"ADQ","KLN",
"ADQ","KOZ",
"ADQ","KYK",
"ADQ","NNK",
"ADQ","OLH",
"ADQ","ORI",
"ADQ","ANC",
"ADQ","ANC",
"ADQ","ANC",
"ADQ","SEA",
"ADQ","SDP",
"ADQ","DUT",
"ADQ","ANC",
"ADS","HOU",
"ADS","SCE",
"ADS","CLL",
"ADS","ELP",
"ADS","BFI",
"ADS","LAF",
"ADS","MCI",
"ADW","IAD",
"AET","FAI",
"AET","BTT",
"AET","BTT",
"AET","HUS",
"AET","BRW",
"AET","SCC",
"AET","FAI",
"AET","BTT",
"AET","FAI",
"AET","HUS",
"AET","FAI",
"AEX","IAH",
"AEX","MSN",
"AEX","GRK",
"AEX","DFW",
"AEX","DFW",
"AEX","ATL",
"AEX","ATL",
"AEX","IAH",
"AEX","IAD",
"AFW","SBN",
"AFW","LBB",
"AFW","TUL",
"AFW","MAF",
"AFW","TUL",
"AFW","ORD",
"AFW","IAH",
"AFW","LBB",
"AFW","AUS",
"AFW","ELP",
"AFW","GSO",
"AFW","TPA",
"AFW","SLC",
"AFW","SAN",
"AFW","MSP",
"AFW","MSY",
"AFW","TUL",
"AFW","MCI",
"AFW","SAT",
"AFW","ELP",
"AFW","SMF",
"AFW","DEN",
"AFW","OAK",
"AFW","MEM",
"AFW","LAX",
"AFW","SJC",
"AFW","BUR",
"AFW","SEA",
"AFW","LAX",
"AFW","ANC",
"AFW","LBB",
"AFW","MAF",
"AFW","TUL",
"AFW","SHV",
"AFW","ILN",
"AFW","SFO",
"AFW","JFK",
"AFW","CVG",
"AFW","ABE",
"AFW","SEA",
"AFW","ILN",
"AFW","PHX",
"AFW","SFO",
"AFW","JFK",
"AFW","AEX",
"AFW","IAH",
"AFW","SFO",
"AFW","ONT",
"AFW","LAL",
"AFW","MSY",
"AFW","DFW",
"AFW","RIC",
"AGC","STL",
"AGC","APA",
"AGC","HOU",
"AGC","LRD",
"AGN","JNU",
"AGN","JNU",
"AGN","JNU",
"AGN","TKE",
"AGS","GPT",
"AGS","CLT",
"AGS","CLT",
"AGS","CLT",
"AGS","ATL",
"AGS","DFW",
"AHN","LEX",
"AHN","GNV",
"AHN","ATL",
"AIA","DEN",
"AIN","BRW",
"AIN","SCC",
"AIN","PHO",
"AIN","PIZ",
"AIN","BTT",
"AIN","ATK",
"AKB","DUT",
"AKI","BET",
"AKI","KWT",
"AKI","TLT",
"AKI","KKI",
"AKI","BET",
"AKI","KKI",
"AKI","ANI",
"AKI","TLT",
"AKI","BET",
"AKI","TLT",
"AKI","ANC",
"AKK","ADQ",
"AKK","PTH",
"AKK","OLH",
"AKK","ADQ",
"AKK","KLN",
"AKK","KYK",
"AKK","OLH",
"AKK","ADQ",
"AKN","ILI",
"AKN","ANC",
"AKN","CDB",
"AKN","HOM",
"AKN","PTH",
"AKN","ANC",
"AKN","DLG",
"AKN","IGG",
"AKN","EGX",
"AKN","EGX",
"AKN","DLG",
"AKN","IGG",
"AKN","EGX",
"AKN","ILI",
"AKN","ILI",
"AKN","KPV",
"AKN","PIP",
"AKN","CDB",
"AKN","DUT",
"AKN","ANC",
"AKN","KLL",
"AKN","PIP",
"AKN","UGS",
"AKN","WSN",
"AKN","KNW",
"AKN","AKN",
"AKN","DLG",
"AKN","KCG",
"AKN","KCL",
"AKN","KCQ",
"AKN","KLL",
"AKN","KPV",
"AKN","PIP",
"AKN","PTH",
"AKN","UGS",
"AKN","WSN",
"AKN","ENA",
"AKN","DLG",
"AKN","KNW",
"AKN","ANC",
"AKN","DLG",
"AKN","ILI",
"AKN","ANC",
"AKN","ANC",
"AKN","DLG",
"AKN","DUT",
"AKN","DUT",
"AKP","CXF",
"AKP","FAI",
"AKP","FAI",
"AKP","FAI",
"AKP","FAI",
"AKP","FAI",
"AKP","BTT",
"AKP","AET",
"AKP","CXF",
"AKP","BRW",
"AKP","FAI",
"AKP","BRW",
"ALB","ORD",
"ALB","BWI",
"ALB","MDW",
"ALB","MCO",
"ALB","TPA",
"ALB","DEN",
"ALB","BWI",
"ALB","FLL",
"ALB","MDW",
"ALB","MCO",
"ALB","BDL",
"ALB","MCO",
"ALB","EWR",
"ALB","MEM",
"ALB","PGD",
"ALB","PIE",
"ALB","ORD",
"ALB","CLE",
"ALB","DTW",
"ALB","SYR",
"ALB","PHL",
"ALB","BDL",
"ALB","SDF",
"ALB","MCO",
"ALB","FLL",
"ALB","MCO",
"ALB","DTW",
"ALB","ORD",
"ALB","CLT",
"ALB","DTW",
"ALB","ORD",
"ALB","DTW",
"ALB","ATL",
"ALB","DTW",
"ALB","DTW",
"ALB","EWR",
"ALB","IAD",
"ALB","ATL",
"ALB","PHL",
"ALB","ORD",
"ALB","PHL",
"ALB","DCA",
"ALB","MHT",
"ALB","ORD",
"ALO","EVV",
"ALO","MDH",
"ALO","ORD",
"ALS","DEN",
"ALW","SEA",
"ALW","HPN",
"ALZ","A43",
"ALZ","A43",
"AMA","DFW",
"AMA","DFW",
"AMA","DAL",
"AMA","DFW",
"AMA","IAH",
"AMA","ELP",
"AMA","DEN",
"AMA","LAS",
"AMA","DEN",
"AMA","DFW",
"ANC","CVG",
"ANC","ORD",
"ANC","LAX",
"ANC","LCK",
"ANC","JFK",
"ANC","CVG",
"ANC","ORD",
"ANC","LAX",
"ANC","ENA",
"ANC","HOM",
"ANC","FAI",
"ANC","TKJ",
"ANC","SNP",
"ANC","STG",
"ANC","ILI",
"ANC","CDV",
"ANC","KTN",
"ANC","PSG",
"ANC","TEK",
"ANC","WRG",
"ANC","YAK",
"ANC","AKN",
"ANC","JNU",
"ANC","BET",
"ANC","FAI",
"ANC","SIT",
"ANC","ADQ",
"ANC","ANI",
"ANC","ANC",
"ANC","DUT",
"ANC","CDB",
"ANC","SDP",
"ANC","DLG",
"ANC","SNP",
"ANC","ENA",
"ANC","HOM",
"ANC","EWR",
"ANC","MEM",
"ANC","IND",
"ANC","GUM",
"ANC","LAX",
"ANC","AFW",
"ANC","FAI",
"ANC","ADQ",
"ANC","OAK",
"ANC","MEM",
"ANC","IND",
"ANC","BTT",
"ANC","AKN",
"ANC","BET",
"ANC","SHX",
"ANC","ADQ",
"ANC","ANC",
"ANC","DUT",
"ANC","CDB",
"ANC","SDP",
"ANC","DLG",
"ANC","SDF",
"ANC","ONT",
"ANC","MHR",
"ANC","SDF",
"ANC","ONT",
"ANC","MHR",
"ANC","SDF",
"ANC","SDF",
"ANC","ORD",
"ANC","PHX",
"ANC","GEG",
"ANC","BET",
"ANC","OTZ",
"ANC","OME",
"ANC","KSM",
"ANC","AIN",
"ANC","AKN",
"ANC","BET",
"ANC","OTZ",
"ANC","OME",
"ANC","RDB",
"ANC","DUT",
"ANC","ANI",
"ANC","DLG",
"ANC","EMK",
"ANC","CVG",
"ANC","ORD",
"ANC","RFD",
"ANC","LAX",
"ANC","LCK",
"ANC","JFK",
"ANC","DFW",
"ANC","LAX",
"ANC","AKN",
"ANC","ENA",
"ANC","BET",
"ANC","ENA",
"ANC","BVU",
"ANC","FAI",
"ANC","AKN",
"ANC","BET",
"ANC","OTZ",
"ANC","OME",
"ANC","ANI",
"ANC","DLG",
"ANC","UNK",
"ANC","EMK",
"ANC","TOG",
"ANC","AKN",
"ANC","BET",
"ANC","ILI",
"ANC","ANI",
"ANC","DLG",
"ANC","DEN",
"ANC","SEA",
"ANC","HNL",
"ANC","OGG",
"ANC","LAX",
"ANC","BRW",
"ANC","SCC",
"ANC","BET",
"ANC","FAI",
"ANC","ADQ",
"ANC","ADK",
"ANC","CDB",
"ANC","KOA",
"ANC","SEA",
"ANC","BRW",
"ANC","JNU",
"ANC","SCC",
"ANC","BET",
"ANC","OTZ",
"ANC","ADQ",
"ANC","OME",
"ANC","CDB",
"ANC","CDV",
"ANC","SEA",
"ANC","SEA",
"ANC","PDX",
"ANC","LAX",
"ANC","PHX",
"ANC","KOA",
"ANC","JNU",
"ANC","OTZ",
"ANC","SEA",
"ANC","BRW",
"ANC","JNU",
"ANC","SCC",
"ANC","BET",
"ANC","OTZ",
"ANC","OME",
"ANC","CDV",
"ANC","SEA",
"ANC","JNU",
"ANC","SIT",
"ANC","CDV",
"ANC","SEA",
"ANC","JNU",
"ANC","ADK",
"ANC","SCC",
"ANC","RDB",
"ANC","SCC",
"ANC","RDB",
"ANC","SCC",
"ANC","SEA",
"ANC","AKN",
"ANC","FAI",
"ANC","MCG",
"ANC","GKN",
"ANC","SEA",
"ANC","SLC",
"ANC","MSP",
"ANC","SEA",
"ANC","ORD",
"ANC","LAX",
"ANC","ANC",
"ANC","ORD",
"ANC","LAX",
"ANC","ILI",
"ANC","KNK",
"ANC","NNL",
"ANC","CDB",
"ANC","KVC",
"ANC","KMO",
"ANC","CVG",
"ANC","MIA",
"ANC","ORD",
"ANC","RFD",
"ANC","BNA",
"ANC","LAX",
"ANC","ANC",
"ANC","LCK",
"ANC","HSV",
"ANC","JFK",
"ANC","CHS",
"ANC","ORD",
"ANC","JFK",
"ANC","CVG",
"ANC","MIA",
"ANC","ORD",
"ANC","JFK",
"ANC","CVG",
"ANC","ORD",
"ANC","BNA",
"ANC","LAX",
"ANC","CVG",
"ANC","ORD",
"ANC","LAX",
"ANC","AKN",
"ANC","BET",
"ANC","FAI",
"ANC","ADQ",
"ANC","ANC",
"ANC","ENA",
"ANC","HOM",
"ANC","SDP",
"ANC","DUT",
"ANC","CDB",
"ANC","DLG",
"ANC","UNK",
"ANC","VDZ",
"ANC","AKN",
"ANC","BET",
"ANC","FAI",
"ANC","ADQ",
"ANC","ANC",
"ANC","DUT",
"ANC","CDB",
"ANC","DLG",
"ANC","MSP",
"ANC","FAI",
"ANC","UNK",
"ANC","ANI",
"ANC","ANC",
"ANC","FAI",
"ANC","ADQ",
"ANC","ANI",
"ANC","ANC",
"ANC","CKD",
"ANC","FAI",
"ANC","KGX",
"ANC","UNK",
"ANC","PHO",
"ANC","ENA",
"ANC","JZE",
"ANC","OME",
"ANC","UNK",
"ANC","SVA",
"ANC","ELI",
"ANC","SMK",
"ANC","MCG",
"ANC","AKN",
"ANC","BRW",
"ANC","BET",
"ANC","OTZ",
"ANC","OME",
"ANC","DLG",
"ANC","UNK",
"ANC","ANI",
"ANC","MCG",
"ANC","BRW",
"ANC","BET",
"ANC","OTZ",
"ANC","OME",
"ANC","DLG",
"ANC","UNK",
"ANC","ANI",
"ANC","ADQ",
"ANC","RDB",
"ANC","ADQ",
"ANC","RDB",
"ANI","BET",
"ANI","GAL",
"ANI","ANC",
"ANI","BET",
"ANI","BET",
"ANI","ANC",
"ANI","BET",
"ANI","FAI",
"ANI","ANC",
"ANI","ANC",
"ANI","SRV",
"ANI","BET",
"ANI","RSH",
"ANI","KLG",
"ANI","KGX",
"ANI","SHX",
"ANI","CKD",
"ANI","HCR",
"ANI","ANI",
"ANI","CHU",
"ANI","SLQ",
"ANI","RDV",
"ANI","ANV",
"ANI","BET",
"ANI","RSH",
"ANI","KLG",
"ANI","KGX",
"ANI","SHX",
"ANI","HCR",
"ANI","ANI",
"ANI","SLQ",
"ANI","ANV",
"ANI","RSH",
"ANI","KLG",
"ANI","KGX",
"ANI","SHX",
"ANI","CKD",
"ANI","ANI",
"ANI","CHU",
"ANI","ANV",
"ANI","ANC",
"ANI","RSH",
"ANI","KLG",
"ANI","KGX",
"ANI","SHX",
"ANI","CKD",
"ANI","HCR",
"ANI","SLQ",
"ANI","CKD",
"ANI","CHU",
"ANI","ANC",
"ANI","ANC",
"ANV","HCR",
"ANV","ANI",
"ANV","KGX",
"ANV","ANI",
"ANV","UNK",
"ANV","ANI",
"AOH","MDW",
"AOO","BWI",
"AOO","PIT",
"AOS","KZB",
"APA","LAS",
"APA","ASE",
"APA","VNY",
"APA","SBA",
"APA","HPN",
"APA","SMF",
"APA","TRM",
"APF","TEB",
"APF","FLL",
"APF","SUS",
"APN","FNT",
"APN","DTW",
"ARC","FYU",
"ARC","FAI",
"ARC","VEE",
"ARC","FYU",
"ARC","SCC",
"ARC","FAI",
"ARC","FAI",
"ARC","FAI",
"ARC","VEE",
"ARC","VEE",
"ART","PHL",
"ASE","1TX",
"ASE","ORD",
"ASE","IAH",
"ASE","DEN",
"ASE","DFW",
"ASE","LAX",
"ASE","PHX",
"ASE","SFO",
"ASE","LAX",
"ASE","VNY",
"ASE","VNY",
"ASE","HHR",
"ASE","HHR",
"ASE","LAS",
"ASE","MDW",
"ASE","MDW",
"ASE","EGE",
"ATK","AIN",
"ATK","BRW",
"ATK","SCC",
"ATK","BRW",
"ATL","DTW",
"ATL","MIA",
"ATL","JAX",
"ATL","MSP",
"ATL","TCL",
"ATL","CLT",
"ATL","MEM",
"ATL","IND",
"ATL","PHL",
"ATL","MSY",
"ATL","IAD",
"ATL","HPN",
"ATL","PHX",
"ATL","MCO",
"ATL","OKC",
"ATL","TYS",
"ATL","MSN",
"ATL","RDU",
"ATL","TPA",
"ATL","AEX",
"ATL","TPA",
"ATL","BNA",
"ATL","TYS",
"ATL","GNV",
"ATL","RDU",
"ATL","AHN",
"ATL","TPA",
"ATL","STL",
"ATL","SAT",
"ATL","OMA",
"ATL","TPA",
"ATL","DEN",
"ATL","LAS",
"ATL","BWI",
"ATL","MSP",
"ATL","MEM",
"ATL","IND",
"ATL","DAL",
"ATL","RDU",
"ATL","HOU",
"ATL","PHL",
"ATL","MSY",
"ATL","BNA",
"ATL","LGA",
"ATL","FLL",
"ATL","PHX",
"ATL","AUS",
"ATL","MDW",
"ATL","RSW",
"ATL","MCO",
"ATL","PBI",
"ATL","RIC",
"ATL","LIT",
"ATL","CLE",
"ATL","STL",
"ATL","SAT",
"ATL","CMH",
"ATL","OMA",
"ATL","TPA",
"ATL","DEN",
"ATL","LAS",
"ATL","JAX",
"ATL","BWI",
"ATL","GSP",
"ATL","MKE",
"ATL","MEM",
"ATL","IND",
"ATL","DAL",
"ATL","RDU",
"ATL","HOU",
"ATL","PHL",
"ATL","MSY",
"ATL","PIT",
"ATL","IAD",
"ATL","BNA",
"ATL","LGA",
"ATL","FLL",
"ATL","PHX",
"ATL","AUS",
"ATL","MDW",
"ATL","MCI",
"ATL","SDF",
"ATL","DCA",
"ATL","RSW",
"ATL","MCO",
"ATL","PBI",
"ATL","RIC",
"ATL","OKC",
"ATL","LIT",
"ATL","MSL",
"ATL","MKL",
"ATL","MIA",
"ATL","DEN",
"ATL","LAS",
"ATL","PHL",
"ATL","LGA",
"ATL","MIA",
"ATL","DEN",
"ATL","LAS",
"ATL","PHL",
"ATL","LGA",
"ATL","MCO",
"ATL","TTN",
"ATL","JAX",
"ATL","MEM",
"ATL","IND",
"ATL","CSG",
"ATL","EWR",
"ATL","GSO",
"ATL","MEM",
"ATL","AFW",
"ATL","TYS",
"ATL","MEM",
"ATL","AFW",
"ATL","CVG",
"ATL","ILG",
"ATL","ORD",
"ATL","IAH",
"ATL","DEN",
"ATL","IAH",
"ATL","TLH",
"ATL","CLT",
"ATL","PHL",
"ATL","SDF",
"ATL","CLT",
"ATL","DFW",
"ATL","SDF",
"ATL","BOS",
"ATL","JFK",
"ATL","MCO",
"ATL","FLL",
"ATL","BOS",
"ATL","JFK",
"ATL","FLL",
"ATL","JFK",
"ATL","AFW",
"ATL","AFW",
"ATL","ALB",
"ATL","BUF",
"ATL","MIA",
"ATL","ORD",
"ATL","EWR",
"ATL","GSO",
"ATL","OMA",
"ATL","EYW",
"ATL","GSP",
"ATL","CLT",
"ATL","IND",
"ATL","PHL",
"ATL","IAD",
"ATL","LEX",
"ATL","TLH",
"ATL","MDW",
"ATL","CAE",
"ATL","SDF",
"ATL","HHH",
"ATL","CHS",
"ATL","ORD",
"ATL","EWR",
"ATL","GSP",
"ATL","IAD",
"ATL","LEX",
"ATL","CAE",
"ATL","SDF",
"ATL","HHH",
"ATL","CHS",
"ATL","EWR",
"ATL","DEN",
"ATL","EWR",
"ATL","ORD",
"ATL","IAH",
"ATL","DEN",
"ATL","ORD",
"ATL","IAH",
"ATL","DEN",
"ATL","IAH",
"ATL","MIA",
"ATL","CLT",
"ATL","DFW",
"ATL","PHX",
"ATL","MIA",
"ATL","CLT",
"ATL","DFW",
"ATL","CLT",
"ATL","MIA",
"ATL","ORD",
"ATL","CLT",
"ATL","BWI",
"ATL","CVG",
"ATL","DFW",
"ATL","DTW",
"ATL","ALB",
"ATL","ILM",
"ATL","BUF",
"ATL","BMI",
"ATL","CHA",
"ATL","FWA",
"ATL","GPT",
"ATL","JAN",
"ATL","AEX",
"ATL","MLI",
"ATL","MOB",
"ATL","IAH",
"ATL","VPS",
"ATL","GSO",
"ATL","TYS",
"ATL","DAY",
"ATL","OMA",
"ATL","MDT",
"ATL","AVL",
"ATL","CRW",
"ATL","BTR",
"ATL","ABE",
"ATL","TRI",
"ATL","GSP",
"ATL","GNV",
"ATL","CHO",
"ATL","GTR",
"ATL","SGF",
"ATL","GRB",
"ATL","ATW",
"ATL","MSN",
"ATL","AGS",
"ATL","MYR",
"ATL","FAY",
"ATL","OAJ",
"ATL","BHM",
"ATL","DAL",
"ATL","RDU",
"ATL","ROA",
"ATL","HOU",
"ATL","MSY",
"ATL","IAD",
"ATL","LEX",
"ATL","BNA",
"ATL","TUL",
"ATL","TLH",
"ATL","ECP",
"ATL","ICT",
"ATL","MGM",
"ATL","CAE",
"ATL","SHV",
"ATL","EVV",
"ATL","XNA",
"ATL","HSV",
"ATL","CHS",
"ATL","DSM",
"ATL","OKC",
"ATL","SAV",
"ATL","LFT",
"ATL","LIT",
"ATL","CHA",
"ATL","FWA",
"ATL","AEX",
"ATL","CSG",
"ATL","GSO",
"ATL","TYS",
"ATL","AVL",
"ATL","CRW",
"ATL","TRI",
"ATL","CHO",
"ATL","GTR",
"ATL","SBN",
"ATL","MYR",
"ATL","MLU",
"ATL","ROA",
"ATL","DHN",
"ATL","LEX",
"ATL","VLD",
"ATL","BQK",
"ATL","MGM",
"ATL","ABY",
"ATL","SHV",
"ATL","EVV",
"ATL","XNA",
"ATL","LFT",
"ATL","SEA",
"ATL","SEA",
"ATL","CVG",
"ATL","CMH",
"ATL","EWR",
"ATL","ONT",
"ATL","PSP",
"ATL","TPA",
"ATL","DEN",
"ATL","LAS",
"ATL","BWI",
"ATL","SEA",
"ATL","CLT",
"ATL","ORF",
"ATL","IND",
"ATL","RDU",
"ATL","PHL",
"ATL","MSY",
"ATL","PIT",
"ATL","IAD",
"ATL","BDL",
"ATL","BNA",
"ATL","FLL",
"ATL","ECP",
"ATL","STX",
"ATL","SDF",
"ATL","JFK",
"ATL","PNS",
"ATL","CHS",
"ATL","PBI",
"ATL","RIC",
"ATL","SAV",
"ATL","TPA",
"ATL","DEN",
"ATL","SLC",
"ATL","MSP",
"ATL","HNL",
"ATL","LAX",
"ATL","FLL",
"ATL","PHX",
"ATL","JFK",
"ATL","MCO",
"ATL","DTW",
"ATL","MIA",
"ATL","STL",
"ATL","SMF",
"ATL","TPA",
"ATL","DEN",
"ATL","SLC",
"ATL","LAS",
"ATL","JAX",
"ATL","MSP",
"ATL","SEA",
"ATL","RNO",
"ATL","EGE",
"ATL","JAC",
"ATL","DFW",
"ATL","LAX",
"ATL","FLL",
"ATL","BOS",
"ATL","PHX",
"ATL","SJU",
"ATL","SNA",
"ATL","MCI",
"ATL","STT",
"ATL","JFK",
"ATL","RSW",
"ATL","MCO",
"ATL","PBI",
"ATL","CLE",
"ATL","MIA",
"ATL","ORD",
"ATL","STL",
"ATL","SAT",
"ATL","IAH",
"ATL","ELP",
"ATL","TPA",
"ATL","EYW",
"ATL","MSP",
"ATL","MSN",
"ATL","ORF",
"ATL","MEM",
"ATL","IND",
"ATL","RDU",
"ATL","LGA",
"ATL","DAB",
"ATL","AUS",
"ATL","ECP",
"ATL","MCI",
"ATL","RIC",
"ATL","GRR",
"ATL","CLE",
"ATL","DTW",
"ATL","MIA",
"ATL","ORD",
"ATL","STL",
"ATL","SAT",
"ATL","JAN",
"ATL","IAH",
"ATL","TPA",
"ATL","DEN",
"ATL","SLC",
"ATL","LAS",
"ATL","SAN",
"ATL","JAX",
"ATL","BWI",
"ATL","MSP",
"ATL","SEA",
"ATL","PDX",
"ATL","ABQ",
"ATL","ORF",
"ATL","MEM",
"ATL","IND",
"ATL","MSY",
"ATL","DFW",
"ATL","LGA",
"ATL","LAX",
"ATL","FLL",
"ATL","BOS",
"ATL","PHX",
"ATL","DAB",
"ATL","SFO",
"ATL","AUS",
"ATL","ECP",
"ATL","SRQ",
"ATL","TUS",
"ATL","MCI",
"ATL","DCA",
"ATL","JFK",
"ATL","RSW",
"ATL","MCO",
"ATL","CLE",
"ATL","DTW",
"ATL","ALB",
"ATL","MIA",
"ATL","STL",
"ATL","BOI",
"ATL","SAT",
"ATL","IAH",
"ATL","EWR",
"ATL","ELP",
"ATL","TPA",
"ATL","SLC",
"ATL","JAX",
"ATL","BWI",
"ATL","MSP",
"ATL","GEG",
"ATL","BIL",
"ATL","ORF",
"ATL","MEM",
"ATL","IND",
"ATL","RDU",
"ATL","MSY",
"ATL","PIT",
"ATL","DFW",
"ATL","LGA",
"ATL","BZN",
"ATL","BOS",
"ATL","DAB",
"ATL","AUS",
"ATL","SRQ",
"ATL","MCI",
"ATL","DCA",
"ATL","JFK",
"ATL","MCO",
"ATL","GRR",
"ATL","SEA",
"ATL","TPA",
"ATL","PHX",
"ATL","JFK",
"ATL","MCO",
"ATL","SLC",
"ATL","IAD",
"ATL","PHX",
"ATL","JFK",
"ATL","DTW",
"ATL","CVG",
"ATL","ORD",
"ATL","CMH",
"ATL","EWR",
"ATL","ONT",
"ATL","PSP",
"ATL","SMF",
"ATL","TPA",
"ATL","DEN",
"ATL","SLC",
"ATL","LAS",
"ATL","SAN",
"ATL","JAX",
"ATL","BWI",
"ATL","MSP",
"ATL","SEA",
"ATL","PDX",
"ATL","ORF",
"ATL","BHM",
"ATL","RDU",
"ATL","MSY",
"ATL","PIT",
"ATL","BNA",
"ATL","LGA",
"ATL","LAX",
"ATL","FLL",
"ATL","SJU",
"ATL","DAB",
"ATL","SFO",
"ATL","SRQ",
"ATL","SDF",
"ATL","JFK",
"ATL","PNS",
"ATL","MCO",
"ATL","CHS",
"ATL","PBI",
"ATL","RIC",
"ATL","PWM",
"ATL","CVG",
"ATL","BUF",
"ATL","ORD",
"ATL","STL",
"ATL","IAH",
"ATL","CMH",
"ATL","EWR",
"ATL","VPS",
"ATL","OMA",
"ATL","BWI",
"ATL","GSP",
"ATL","SYR",
"ATL","MKE",
"ATL","CLT",
"ATL","MYR",
"ATL","ORF",
"ATL","MEM",
"ATL","IND",
"ATL","BHM",
"ATL","DAL",
"ATL","RDU",
"ATL","HOU",
"ATL","PHL",
"ATL","MSY",
"ATL","PIT",
"ATL","IAD",
"ATL","BDL",
"ATL","BNA",
"ATL","TLH",
"ATL","DAB",
"ATL","ECP",
"ATL","CAE",
"ATL","SDF",
"ATL","PNS",
"ATL","CHS",
"ATL","RIC",
"ATL","ROC",
"ATL","OKC",
"ATL","SAV",
"ATL","LIT",
"ATL","MLB",
"ATL","DTW",
"ATL","MSP",
"ATL","LAX",
